0	4.72919
0.1	3.66847
0.2	2.65718
0.3	2.05782
0.4	1.6496
0.5	1.34167
0.6	1.10002
0.7	0.902354
0.8	0.739224
0.9	0.610759
1	0.506001
1.1	0.423803
1.2	0.356326
1.3	0.300014
1.4	0.254105
1.5	0.212789
1.6	0.179301
1.7	0.147966
1.8	0.122203
1.9	0.103866
2	0.08716
2.1	0.0747942
2.2	0.0647128
2.3	0.0517197
2.4	0.0428991
2.5	0.0375314
2.6	0.0339321
2.7	0.0331487
2.8	0.0310786
2.9	0.0296762
3	0.0304308
3.1	0.0265689
3.2	0.0279789
3.3	0.0310794
3.4	0.0329567
3.5	0.0302304
3.6	0.0278116
3.7	0.0245898
3.8	0.0273822
3.9	0.0329562
4	0.0383224
4.1	0.037454
4.2	0.0318851
4.3	0.027868
4.4	0.0216154
4.5	0.0160329
4.6	0.0153943
4.7	0.015624
4.8	0.015474
4.9	0.0100553
5	0.0080083
5.1	0.00648732
5.2	0.00370772
5.3	0.00329004
5.4	0.00802607
5.5	0.0129356
5.6	0.0208088
5.7	0.027035
5.8	0.0301145
5.9	0.0287564
6	0.0243141
6.1	0.0226857
6.2	0.0190221
6.3	0.0141055
6.4	0.0119025
6.5	0.010141
6.6	0.011665
6.7	0.0165933
6.8	0.0200856
6.9	0.0212598
7	0.0228291
7.1	0.0250983
7.2	0.0267066
7.3	0.0248524
7.4	0.0228185
7.5	0.0182824
7.6	0.0142814
7.7	0.0096817
7.8	0.00886005
7.9	0.0100331
8	0.0115011
8.1	0.00936649
8.2	0.0130165
8.3	0.013517
8.4	0.0145263
8.5	0.0174778
8.6	0.0192927
8.7	0.0172615
8.8	0.0131121
8.9	0.00660528
