0.1 0.823018
0.2 -0.207882
0.3 -0.036035
0.4 -0.145798
0.5 -0.0871569
0.6 0.0911485
0.7 0.104466
0.8 0.0755691
0.9 -0.0737736
1 -0.0921233
1.1 0.181613
1.2 0.063296
1.3 0.021662
1.4 -0.128498
1.5 -0.0263878
1.6 0.054053
1.7 -0.0101064
1.8 0.0338502
1.9 0.185872
2 0.027998
2.1 -0.0614453
2.2 0.0399667
2.3 0.0160007
2.4 -0.0433909
2.5 -0.0296793
2.6 0.117964
2.7 -0.0988314
2.8 0.0362218
2.9 0.185375
3 0.100699
3.1 0.00115789
3.2 0.0514383
3.3 -0.107107
3.4 -0.0878102
3.5 -0.0419356
3.6 -0.0820713
3.7 -0.103743
3.8 -0.0934742
3.9 0.226246
4 0.0427115
4.1 0.105198
4.2 -0.0811331
4.3 -0.116247
4.4 0.0713263
4.5 -0.0523043
4.6 -0.00741319
4.7 -0.120779
4.8 -0.141402
4.9 -0.0317565
5 -0.0702881
5.1 -0.150897
5.2 -0.0385423
5.3 -0.0437441
5.4 -0.151815
5.5 -0.0257381
5.6 0.00787449
5.7 0.00909807
5.8 0.150911
5.9 -0.0289242
6 -0.143612
6.1 0.00834165
6.2 -0.0053455
6.3 -0.0619856
6.4 0.0860521
6.5 0.0571291
6.6 0.0351559
6.7 -0.0328556
6.8 -0.0836313
6.9 0.0625884
7 -0.0126133
7.1 0.0280275
7.2 0.0701437
7.3 -0.0195988
7.4 0.0291427
7.5 0.0191934
7.6 -0.0202207
7.7 -0.0115116
7.8 -0.0875363
7.9 0.00333572
8 0.0172901
8.1 0.0327744
8.2 0.0618823
8.3 0.0495444
8.4 -0.0296815
8.5 0.0839027
8.6 0.0825164
8.7 0.113129
8.8 0.0211804
8.9 -0.0577993
9 -0.014182
