0.997393 0.00090375 0.141971
1.99479 -0.000671294 0.176733
2.99218 -0.00105092 0.261735
3.98957 -0.000155437 0.460296
4.98697 -4.9262e-05 0.881949
5.98436 -0.00195776 1.36218
6.98175 -0.000100814 1.25155
7.97915 0.000429494 0.984072
8.97654 -0.000827623 0.871121
9.97393 0.00104398 0.88591
10.9713 0.000633658 0.979361
11.9687 0.000449987 1.07816
12.9661 -0.000318546 1.07905
13.9635 -0.0011386 1.01723
14.9609 0.000304554 0.959996
15.9583 -0.00109094 0.94962
16.9557 -0.00105459 0.981916
17.9531 0.000226306 1.02344
18.9505 0.000174117 1.03978
19.9479 2.46521e-05 1.01817
20.9453 -0.000579683 0.98572
21.9427 6.76944e-05 0.97227
22.9401 -0.000296303 0.983945
23.9374 -0.000899167 1.00866
24.9348 0.000979847 1.01754
25.9322 -0.000808155 1.01494
26.9296 -0.00086371 0.995329
27.927 3.90225e-05 0.984676
28.9244 0.000963696 0.98641
29.9218 0.000452426 0.999791
30.9192 0.000201779 1.01189
31.9166 -0.000929436 1.0127
