-1.34978	-0.734264	-1.49451
0.610529	-1.23761	0.386745
-0.63337	-1.53641	1.1042
2.19584	-1.55675	-0.0997908
-0.78961	0.356157	-0.457327
0.913418	0.595747	3.44771
0.988202	-2.14936	1.38725
2.01241	0.534427	-0.0110546
0.162379	-1.45185	-1.38755
0.362847	-0.488815	-1.73616
0.665139	0.959841	-1.24288
2.274	0.438396	1.4059
1.14502	1.25361	-0.478938
-0.0631383	0.280216	-1.73611
1.57521	1.33525	-0.131597
0.607571	-0.719718	0.455657
0.429756	0.287572	2.04057
0.716768	-0.0474201	1.14745
-1.69666	0.467561	0.816888
1.52474	-2.28474	-1.94628
0.422542	-0.783969	-2.1823
1.38357	0.200698	-1.07997
-0.0450938	1.40206	0.761203
-0.637328	0.474334	-0.669264
-0.507281	-0.51428	1.14316
-0.817726	0.93559	-0.153076
1.93592	1.98892	0.743841
-0.346305	-0.637965	0.192256
1.12568	1.00809	0.803387
-0.00779843	-1.22841	0.727987
0.515307	0.456136	1.9505
-2.75092	-0.400297	1.13513
1.59858	0.766627	-3.61674
0.401798	2.67784	1.64061
-1.98725	-0.689333	0.28111
-0.509396	-2.10458	-0.596947
0.473523	-0.512717	-0.715429
-1.78727	2.2768	0.874021
0.688835	2.87565	1.1032
-0.973773	-0.804817	-0.488593
0.89404	-0.717834	0.326129
-2.4009	-1.49612	-0.937346
-1.76824	0.207742	0.943685
-0.268272	0.962157	0.0499337
-0.0603488	0.0094181	-2.46676
-0.0471273	-0.18812	1.17412
0.627955	0.071705	2.06744
-0.519597	-0.0147882	0.641936
-1.45655	1.49483	0.729622
0.469201	-1.61	1.34932
0.72654	-1.65835	-0.771877
0.167651	0.55151	0.901227
0.395984	1.17727	2.23476
-0.686273	0.73366	1.3099
2.21961	-0.354792	0.286074
-0.245106	0.455005	-0.170122
1.00469	0.0443461	1.69476
1.48502	1.22555	0.560568
-0.924298	1.4996	0.327166
0.883477	0.0102448	1.36206
0.101397	0.0699725	-0.385697
-0.57259	-0.145623	-1.81951
0.274654	-0.540336	-0.867119
0.625674	-0.786358	0.641686
-2.76648	0.649391	-2.25329
-0.267251	-2.92128	0.208039
0.882803	-2.01394	-1.48146
0.872927	-1.7956	-0.51631
-0.866235	-0.326821	-0.282342
-0.967339	-0.431161	0.939156
-0.531589	0.284605	0.909317
3.32778	0.247866	1.15241
-0.581253	-0.973827	-0.0938533
-3.82225	-1.85065	-1.36889
1.06185	1.52334	1.82266
0.481889	-0.81065	-0.845624
-0.80806	-2.08896	0.10475
0.981614	-0.830141	0.74423
-0.443284	0.267053	1.23498
1.0906	-1.48174	0.290271
-0.925069	-0.350767	1.11969
-0.0830134	-3.2436	1.54635
0.456919	1.42898	1.06513
-0.517457	1.20127	-0.122409
1.59662	-0.190603	-0.975665
1.38601	-0.434501	-1.69683
-0.344665	1.00407	-0.53922
-0.347966	-0.641567	-1.01037
-0.770886	-1.93313	1.31992
0.349118	-0.650765	-0.669137
1.49289	2.40093	-2.68252
0.422313	-1.61993	0.94056
0.384052	0.363599	-0.51358
-0.368756	-0.793588	1.15117
1.27323	-0.586946	0.503328
0.243872	0.399525	0.82968
1.64119	-1.15425	0.748726
-0.420436	0.873465	0.260454
0.355392	-0.57482	-0.920037
-2.04806	-2.30685	0.579979
-2.00964	-0.509698	1.6203
-1.50324	1.25333	0.123626
-0.250089	-0.486413	2.43291
0.144113	-0.993501	-0.676082
-0.505074	0.865064	-1.45358
1.35411	0.605804	1.52317
-1.0568	-1.13758	-0.848874
-0.327896	2.35063	1.31569
0.0260351	-1.14161	-1.57257
-0.682268	-0.798617	-1.13824
0.508924	-1.14495	0.136683
0.45405	0.627952	-0.958997
-1.27825	0.700993	0.343283
0.103802	-0.57499	-0.80141
1.7003	0.815884	-0.926682
1.41199	-0.421683	-0.690057
-1.95261	0.640025	-1.29784
-1.72785	-0.884716	-1.54203
0.277533	1.62598	0.275734
3.30138	-0.438193	-0.22795
0.239868	-1.11825	-0.439979
-0.0436194	-1.77687	-0.0215304
-0.0152058	0.334879	-0.125515
-1.08907	-0.0561985	-1.0236
-0.155953	-0.469271	0.120665
0.446893	1.07518	-0.356409
-0.19185	-0.0122738	-0.82631
-0.84327	-0.271638	0.176231
-1.91945	-1.28981	-1.10192
0.477285	-1.71695	0.803718
0.472963	-0.414265	3.27524
1.64953	-1.69854	2.02229
-0.318303	0.692372	-1.74329
-0.760391	-0.467291	-1.66186
-2.68331	0.160133	-0.599725
-0.868121	-1.20114	0.710028
-1.2233	-1.15835	0.669669
-0.0528161	-0.567336	-2.41602
0.116655	0.0606144	1.9984
-1.30223	-1.61535	1.17944
1.45297	1.13909	0.676618
-0.958683	-0.169812	1.23237
0.328488	-0.425013	1.99189
-0.974757	0.781682	-0.785736
-0.671395	-0.0239413	2.19875
-0.747966	-0.532796	0.386088
1.23383	0.307329	-0.449683
0.780897	-0.203485	1.55702
-1.36017	0.0235295	-1.64438
0.107097	1.8819	2.9787
-2.32154	-0.509939	2.35535
-0.410848	-0.558184	-0.033389
1.07273	0.632976	1.04094
1.81425	-2.67579	1.99987
1.94402	0.467397	0.116457
-0.636229	0.163205	0.223252
0.195578	-0.650353	-0.623344
0.393821	-1.30201	1.80775
0.762481	0.43445	-0.255541
0.778768	-0.670055	-0.483075
2.10034	2.37964	-1.92926
1.19373	-0.486121	-1.10487
3.64935	-0.0855346	-1.37954
0.0483699	-1.21901	0.280532
-0.41784	2.91347	1.49543
2.08708	-0.439495	0.371022
-0.179554	-1.99809	-1.60101
0.796387	-1.84436	0.157382
0.48273	1.53027	1.53324
0.50455	-0.820103	0.571057
0.109694	-2.79412	-0.0253784
0.0411717	-0.32701	-2.41586
-0.00339666	-1.47596	-0.734287
0.158059	-1.50398	-1.43638
-0.652584	-0.33399	-0.722448
1.93902	-0.196121	2.21958
2.28816	-1.48324	0.369583
3.04749	-1.06312	-0.448969
-1.91896	-0.814877	-1.25893
2.06658	-1.47316	1.46585
0.171673	0.544286	0.279284
0.86675	-0.112488	-0.359716
0.00143714	-3.08748	1.80522
0.578194	-2.00851	-1.8603
-0.499578	-1.14203	-0.189458
0.260502	-0.682896	-0.395532
2.13143	0.273173	-1.40884
-0.919924	0.0397747	-1.85514
1.48014	-0.13715	-0.25672
-1.05946	2.14435	0.22746
0.267288	1.54305	-0.115702
1.34741	0.35299	-1.18078
-0.603034	-0.383185	-0.106508
1.13257	2.46213	1.44228
1.79506	-0.385872	-0.167018
-0.522258	-0.739064	2.8951
2.66569	-0.117573	-2.92888
-0.70949	0.0686529	0.239172
0.260808	-0.434221	1.37268
0.504455	-0.0875763	1.31303
-1.94597	-1.47688	-0.842702
1.80924	-1.01422	0.432572
-1.3491	0.661798	-0.618938
-1.44287	1.2571	0.11437
0.0889491	0.393583	0.18765
0.56057	1.0119	1.78516
2.92666	0.534738	1.05885
-1.71604	-0.0131798	0.566831
0.0814685	-1.36626	-0.593832
-0.160091	0.389887	-0.0418625
-1.44116	-0.0305122	-1.26947
0.772845	-0.640839	0.947334
0.433797	0.575608	-2.83782
-0.866403	-0.375916	-0.690723
-0.375872	-0.603915	0.763671
-0.971191	0.0594476	0.876024
0.556619	0.30281	0.788074
1.14668	-1.15509	1.39947
-0.584621	0.392104	-0.886345
-0.026771	-0.0256651	-0.0801103
0.531711	0.735449	0.680301
0.00894966	-2.61558	-2.63081
-0.571054	0.229327	-0.499417
1.53151	0.0825596	1.02369
0.985508	1.2044	1.63634
-0.840518	-1.21451	2.63756
1.39926	0.404671	-0.882428
-1.23652	2.01717	-1.47677
-0.320811	-0.960121	-0.367043
-3.30922	2.31654	0.90917
0.646342	-0.199384	0.668701
0.113424	-1.42901	-0.174992
-1.58643	-0.161124	1.50532
2.93305	-0.250191	1.55101
1.37616	1.81829	-0.248815
0.783	1.64302	-1.10727
-0.75547	1.15144	0.623611
0.691761	0.431065	-2.06931
-1.83526	1.81301	0.953101
-2.75496	1.79225	-1.7824
1.16048	0.766943	-0.376582
0.708576	-0.537723	-0.372312
-0.843309	-2.55022	1.21975
2.57541	-0.625913	-0.0798781
-0.182356	2.09689	0.699122
-1.66688	-0.00984359	-0.389554
0.529463	-0.208861	-1.82485
-1.63297	-0.777148	-1.16414
-2.41053	0.679512	0.085798
0.903192	1.34633	-0.936415
-0.270675	1.07825	1.25753
-1.13066	0.348206	0.523156
0.764078	-1.36741	0.135256
-0.757885	0.675864	-0.856651
-0.333836	0.0388694	-0.424734
-2.12417	-0.226472	0.503412
