0	5.17293	2.2526	7.42553
0.1	5.12569	2.20264	7.32832
0.2	5.12588	2.19919	7.32507
0.3	5.18789	2.26119	7.44908
0.4	5.15745	2.23108	7.38853
0.5	5.18651	2.25755	7.44406
0.6	5.17993	2.25202	7.43194
0.7	5.15394	2.22724	7.38118
0.8	5.16065	2.23518	7.39583
0.9	5.22181	2.29133	7.51314
1	5.05692	2.12844	7.18536
1.1	5.19128	2.26429	7.45557
1.2	5.09207	2.17004	7.26211
1.3	5.21673	2.29485	7.51157
1.4	5.07968	2.15238	7.23205
1.5	5.15589	2.22708	7.38297
1.6	5.07598	2.15233	7.22831
1.7	5.05358	2.1325	7.18608
1.8	5.12022	2.19789	7.31811
1.9	5.33289	2.40542	7.73832
2	5.16786	2.23935	7.40721
2.1	5.11134	2.18355	7.29489
2.2	5.24878	2.32087	7.56964
2.3	5.18782	2.25853	7.44635
2.4	5.20623	2.28012	7.48635
2.5	5.07569	2.14976	7.22545
2.6	5.18337	2.25937	7.44273
2.7	5.15281	2.22642	7.37923
2.8	5.23032	2.30328	7.5336
2.9	5.18635	2.26133	7.44768
3	5.14801	2.21981	7.36781
3.1	5.04963	2.1196	7.16924
3.2	5.05531	2.12968	7.18499
3.3	5.17465	2.25129	7.42594
3.4	5.12058	2.19617	7.31675
3.5	5.17875	2.2549	7.43365
3.6	5.0685	2.1468	7.2153
3.7	5.23611	2.31332	7.54944
3.8	5.09982	2.1754	7.27522
3.9	5.21443	2.28364	7.49807
4	5.01834	2.09421	7.11255
4.1	5.2173	2.2965	7.5138
4.2	5.1512	2.22827	7.37947
4.3	5.13151	2.20857	7.34008
4.4	5.09013	2.16889	7.25902
4.5	5.23469	2.30858	7.54328
4.6	5.09088	2.16345	7.25433
4.7	5.11245	2.18937	7.30183
4.8	5.22133	2.29568	7.51701
4.9	5.06544	2.13602	7.20146
5	5.145	2.2183	7.3633
5.1	5.05257	2.12499	7.17756
5.2	5.15217	2.22367	7.37584
5.3	5.15802	2.23073	7.38875
5.4	5.26947	2.34592	7.61539
5.5	5.00428	2.08214	7.08642
5.6	5.14307	2.22363	7.3667
5.7	5.10157	2.16928	7.27085
5.8	5.12613	2.2023	7.32844
5.9	5.18305	2.25848	7.44153
6	5.13489	2.21753	7.35243
6.1	5.13591	2.20738	7.34329
6.2	5.00313	2.07931	7.08243
6.3	5.21951	2.28991	7.50942
6.4	5.24415	2.31699	7.56114
6.5	5.19032	2.26604	7.45636
6.6	5.03919	2.11295	7.15215
6.7	5.03711	2.10982	7.14694
6.8	5.34125	2.41046	7.7517
6.9	5.17379	2.25072	7.4245
7	5.09951	2.17371	7.27322
7.1	5.12672	2.20484	7.33156
7.2	5.06624	2.14147	7.20771
7.3	5.07863	2.14861	7.22724
7.4	5.07411	2.15103	7.22515
7.5	5.11196	2.18631	7.29827
7.6	5.16658	2.24393	7.41051
7.7	5.09672	2.17091	7.26763
7.8	5.1205	2.19531	7.31582
7.9	5.22552	2.29789	7.52341
8	5.13015	2.20298	7.33313
8.1	5.18378	2.26447	7.44825
8.2	5.15857	2.23126	7.38983
8.3	5.17916	2.24957	7.42873
8.4	5.06846	2.14297	7.21143
8.5	5.07471	2.15135	7.22606
8.6	5.16572	2.24248	7.4082
8.7	5.07766	2.15612	7.23378
8.8	5.11337	2.18667	7.30004
8.9	5.14791	2.22393	7.37184
9	5.17118	2.24372	7.4149
9.1	5.09855	2.17247	7.27103
9.2	5.10406	2.1754	7.27946
9.3	5.25441	2.32512	7.57953
9.4	5.12876	2.20505	7.33381
9.5	5.21677	2.2884	7.50516
9.6	5.21727	2.28814	7.50541
9.7	5.05109	2.12439	7.17548
9.8	5.21212	2.27997	7.49208
9.9	5.17582	2.25108	7.4269
10	5.16272	2.23495	7.39767
10.1	5.15012	2.22796	7.37808
10.2	5.142	2.22074	7.36274
10.3	5.19849	2.26622	7.46471
10.4	5.09604	2.17115	7.2672
10.5	5.22312	2.29338	7.5165
10.6	5.20014	2.27239	7.47253
10.7	5.05891	2.13524	7.19414
10.8	5.07912	2.15393	7.23306
10.9	5.14058	2.21643	7.35701
11	5.15606	2.23281	7.38886
11.1	5.05089	2.12187	7.17275
11.2	5.16231	2.23981	7.40212
11.3	5.21062	2.28147	7.4921
11.4	5.11869	2.195	7.31369
11.5	5.17995	2.25201	7.43196
11.6	5.22965	2.30246	7.53211
11.7	5.14687	2.22138	7.36825
11.8	5.01662	2.08902	7.10565
11.9	5.13934	2.2152	7.35454
12	5.07416	2.14821	7.22237
12.1	5.09535	2.16957	7.26492
12.2	5.2353	2.31145	7.54675
12.3	5.21448	2.28821	7.5027
12.4	5.05847	2.13072	7.18919
12.5	4.97649	2.04797	7.02446
12.6	5.08593	2.16177	7.2477
12.7	5.01213	2.08965	7.10178
12.8	5.15103	2.22458	7.37561
12.9	5.16118	2.2357	7.39688
13	5.16537	2.23807	7.40345
13.1	5.26976	2.3417	7.61146
13.2	5.16926	2.24467	7.41392
13.3	5.14104	2.21207	7.35311
13.4	5.11983	2.20189	7.32171
13.5	5.08066	2.16485	7.24551
13.6	5.18145	2.25459	7.43604
13.7	5.04247	2.11956	7.16203
13.8	5.16632	2.24311	7.40943
13.9	5.14698	2.22223	7.36921
14	5.11936	2.19356	7.31292
14.1	5.18044	2.25012	7.43056
14.2	5.18942	2.2565	7.44593
14.3	5.19108	2.26409	7.45517
14.4	5.11305	2.18033	7.29338
14.5	5.02244	2.10015	7.12259
14.6	5.19512	2.27297	7.46809
14.7	5.03841	2.1143	7.15271
14.8	5.11953	2.18891	7.30844
14.9	5.0511	2.12543	7.17653
15	5.06518	2.13848	7.20366
15.1	5.21709	2.28871	7.50579
15.2	5.08948	2.16111	7.25059
15.3	5.11721	2.18945	7.30666
15.4	5.13999	2.21419	7.35418
15.5	5.09755	2.16993	7.26748
15.6	5.05896	2.13241	7.19137
15.7	5.16336	2.24133	7.40469
15.8	5.17373	2.2458	7.41953
15.9	5.25892	2.33203	7.59095
16	5.03317	2.10995	7.14312
16.1	5.19577	2.26934	7.46511
16.2	5.11182	2.17799	7.2898
16.3	5.20848	2.28042	7.4889
16.4	5.10911	2.17755	7.28666
16.5	5.17704	2.25487	7.43191
16.6	5.24812	2.32472	7.57284
16.7	5.17679	2.2528	7.42959
16.8	5.21025	2.2852	7.49545
16.9	5.18384	2.26031	7.44415
17	5.07887	2.15594	7.23481
17.1	5.12972	2.20511	7.33484
17.2	5.18331	2.25585	7.43916
17.3	5.06206	2.13837	7.20043
17.4	5.08933	2.16504	7.25437
17.5	5.13655	2.21014	7.34669
17.6	5.06985	2.13979	7.20964
17.7	5.10163	2.17022	7.27186
17.8	5.1874	2.25644	7.44384
17.9	5.07879	2.14756	7.22635
18	5.16404	2.23884	7.40288
18.1	5.03929	2.11063	7.14993
18.2	5.11249	2.18383	7.29632
18.3	5.07952	2.15389	7.2334
18.4	4.99858	2.07219	7.07077
18.5	5.16243	2.23799	7.40042
18.6	5.27762	2.35102	7.62865
18.7	5.12278	2.19623	7.31901
18.8	5.14557	2.21567	7.36124
18.9	5.25454	2.32813	7.58267
19	5.07977	2.15338	7.23314
19.1	5.04769	2.11994	7.16763
19.2	5.15989	2.23517	7.39506
19.3	5.00581	2.0894	7.09521
19.4	5.05232	2.13664	7.18896
19.5	5.12387	2.19991	7.32378
19.6	5.20279	2.27819	7.48098
19.7	5.06696	2.14708	7.21404
