0	4.23703
0.05	2.82174
0.1	0.843692
0.15	-0.0391891
0.2	-0.148913
0.25	-0.0572044
0.3	-0.0205776
0.35	-0.0325229
0.4	-0.0362041
0.45	-0.0191577
0.5	-0.00660693
0.55	-0.0121492
0.6	-0.00762016
0.65	0.025008
0.7	0.0545015
0.75	0.0669682
0.8	0.0679343
0.85	0.0590423
0.9	0.0433426
0.95	0.0302054
1	0.0261586
1.05	0.0321774
1.1	0.0354347
1.15	0.0303572
1.2	0.0244786
1.25	0.0162418
1.3	0.00988291
1.35	0.00481012
1.4	0.00310367
1.45	0.0171095
1.5	0.0335212
1.55	0.0288688
1.6	0.0161395
1.65	0.0132479
1.7	0.0112975
1.75	0.00939661
1.8	0.0111857
1.85	0.0202287
1.9	0.0179448
1.95	0.00400605
2	-0.00155005
2.05	-0.00405985
2.1	-0.012297
2.15	0.00549449
2.2	0.0326439
2.25	0.0347059
2.3	0.0139531
2.35	-0.00203194
2.4	0.00171997
2.45	0.0173306
2.5	0.0272687
2.55	0.0178901
2.6	0.0109882
2.65	0.014497
2.7	0.0255161
2.75	0.0326154
2.8	0.0349829
2.85	0.0342371
2.9	0.0428438
2.95	0.0339616
3	0.0135274
3.05	0.0158439
3.1	0.0365412
3.15	0.039884
3.2	0.0177715
3.25	0.000354466
3.3	-0.00985205
3.35	-0.0234012
3.4	-0.0230346
3.45	-0.0107869
3.5	0.00965755
3.55	0.0343256
3.6	0.0423888
3.65	0.0231054
3.7	0.00472287
3.75	0.00612955
3.8	0.0184091
3.85	0.0203745
3.9	0.0063134
3.95	-0.00991823
4	0.00436438
4.05	0.0297923
4.1	0.0289013
4.15	0.00759033
4.2	-0.0056322
4.25	-0.00165853
4.3	0.0164708
4.35	0.0337101
4.4	0.0422645
4.45	0.0439435
4.5	0.031394
4.55	0.0143208
4.6	0.00685615
4.65	0.00739718
4.7	0.00708517
4.75	0.00981615
4.8	0.019785
4.85	0.0257267
4.9	0.031522
4.95	0.0390877
