0.1 2.03727
0.2 0.571421
0.3 0.280873
0.4 0.222343
0.5 0.272024
0.6 0.203885
0.7 0.15979
0.8 -0.0194837
0.9 0.0455063
1 0.13494
1.1 0.133917
1.2 0.0886222
1.3 -0.0288682
1.4 0.0702403
1.5 0.15718
1.6 0.204819
1.7 0.247228
1.8 0.0802206
1.9 -0.100419
2 0.0641984
2.1 0.181586
2.2 0.182297
2.3 -0.000568626
2.4 0.0135044
2.5 0.00325133
2.6 0.0123404
2.7 0.0968528
2.8 0.0789849
2.9 0.0609001
3 -0.0453116
3.1 -0.0686839
3.2 0.0230885
3.3 0.0442027
3.4 0.0346738
3.5 0.0610027
3.6 0.0196492
3.7 -0.0125655
3.8 0.00368296
3.9 0.0747394
4 0.0898529
4.1 0.00604254
4.2 0.103586
4.3 0.14651
4.4 0.172739
4.5 0.0518208
4.6 0.101013
4.7 0.245243
4.8 0.0929471
4.9 0.000571099
5 -0.0163892
5.1 0.0718781
5.2 0.062709
5.3 -0.0270123
5.4 0.0675653
5.5 0.08244
5.6 0.0915459
5.7 0.0741993
5.8 -0.0436376
5.9 -0.0432217
6 0.140011
6.1 0.0606322
6.2 0.130782
6.3 0.140124
6.4 0.133673
6.5 0.0882757
6.6 0.0765664
6.7 0.0452229
6.8 0.0778079
6.9 0.101561
7 0.0815729
7.1 -0.00537534
7.2 0.0834014
7.3 0.052479
7.4 0.0624028
7.5 0.0140716
7.6 -0.0542944
7.7 0.0975313
7.8 0.0318285
7.9 0.0273442
8 -0.0681916
8.1 0.0186851
8.2 0.0366451
8.3 -0.124749
8.4 -0.0574038
8.5 -0.0208375
8.6 -0.104058
8.7 -0.0490391
8.8 -0.0208527
8.9 -0.0156168
9 0.0781335
