-1.975    5.88528e-10
-1.925    9.05137e-09
-1.875    1.08095e-07
-1.825    1.01678e-06
-1.775    7.63855e-06
-1.725    4.64531e-05
-1.675    0.000231707
-1.625    0.000960114
-1.575      0.0033461
-1.525      0.0099266
-1.475      0.0253604
-1.425      0.0564273
-1.375       0.110541
-1.325       0.192674
-1.275       0.301843
-1.225       0.429173
-1.175       0.559047
-1.125       0.673192
-1.075       0.755874
-1.025       0.797926
-0.975       0.798175
-0.925       0.762279
-0.875       0.700009
-0.825         0.6223
-0.775       0.538976
-0.725        0.45753
-0.675       0.382819
-0.625       0.317373
-0.575       0.261979
-0.525       0.216291
-0.475        0.17934
-0.425       0.149902
-0.375       0.126736
-0.325       0.108707
-0.275      0.0948455
-0.225       0.084364
-0.175      0.0766464
-0.125      0.0712316
-0.075      0.0677936
-0.025       0.066125
0.025       0.066125
0.075      0.0677936
0.125      0.0712316
0.175      0.0766464
0.225       0.084364
0.275      0.0948455
0.325       0.108707
0.375       0.126736
0.425       0.149902
0.475        0.17934
0.525       0.216291
0.575       0.261979
0.625       0.317373
0.675       0.382819
0.725        0.45753
0.775       0.538976
0.825         0.6223
0.875       0.700009
0.925       0.762279
0.975       0.798175
1.025       0.797926
1.075       0.755874
1.125       0.673192
1.175       0.559047
1.225       0.429173
1.275       0.301843
1.325       0.192674
1.375       0.110541
1.425      0.0564273
1.475      0.0253604
1.525      0.0099266
1.575      0.0033461
1.625    0.000960114
1.675    0.000231707
1.725    4.64531e-05
1.775    7.63855e-06
1.825    1.01678e-06
1.875    1.08095e-07
1.925    9.05137e-09
1.975    5.88528e-10
