-0.995    0.000469811
-0.985     0.00141036
-0.975     0.00235367
-0.965     0.00330153
-0.955     0.00425569
-0.945      0.0052179
-0.935     0.00618989
-0.925     0.00717337
-0.915     0.00817007
-0.905     0.00918172
-0.895      0.0102101
-0.885      0.0112569
-0.875       0.012324
-0.865      0.0134132
-0.855      0.0145264
-0.845      0.0156655
-0.835      0.0168324
-0.825      0.0180293
-0.815       0.019258
-0.805      0.0205209
-0.795        0.02182
-0.785      0.0231578
-0.775      0.0245364
-0.765      0.0259583
-0.755      0.0274261
-0.745      0.0289424
-0.735      0.0305097
-0.725      0.0321309
-0.715      0.0338088
-0.705      0.0355464
-0.695      0.0373467
-0.685      0.0392129
-0.675      0.0411481
-0.665      0.0431558
-0.655      0.0452394
-0.645      0.0474023
-0.635      0.0496483
-0.625       0.051981
-0.615      0.0544042
-0.605      0.0569219
-0.595      0.0595381
-0.585      0.0622567
-0.575       0.065082
-0.565      0.0680181
-0.555      0.0710694
-0.545      0.0742401
-0.535      0.0775346
-0.525      0.0809574
-0.515      0.0845128
-0.505      0.0882053
-0.495      0.0920394
-0.485      0.0960195
-0.475        0.10015
-0.465       0.104435
-0.455       0.108879
-0.445       0.113487
-0.435       0.118262
-0.425       0.123208
-0.415        0.12833
-0.405        0.13363
-0.395       0.139113
-0.385       0.144782
-0.375        0.15064
-0.365        0.15669
-0.355       0.162934
-0.345       0.169374
-0.335       0.176014
-0.325       0.182854
-0.315       0.189896
-0.305        0.19714
-0.295       0.204588
-0.285       0.212239
-0.275       0.220092
-0.265       0.228148
-0.255       0.236405
-0.245       0.244861
-0.235       0.253515
-0.225       0.262362
-0.215         0.2714
-0.205       0.280626
-0.195       0.290034
-0.185       0.299621
-0.175       0.309381
-0.165       0.319307
-0.155       0.329394
-0.145       0.339635
-0.135       0.350022
-0.125       0.360548
-0.115       0.371204
-0.105       0.381981
-0.095       0.392872
-0.085       0.403865
-0.075       0.414951
-0.065        0.42612
-0.055       0.437362
-0.045       0.448666
-0.035        0.46002
-0.025       0.471415
-0.015       0.482837
-0.005       0.494277
0.005       0.505723
0.015       0.517163
0.025       0.528586
0.035        0.53998
0.045       0.551334
0.055       0.562638
0.065        0.57388
0.075       0.585049
0.085       0.596136
0.095       0.607129
0.105       0.618019
0.115       0.628797
0.125       0.639453
0.135       0.649979
0.145       0.660366
0.155       0.670607
0.165       0.680694
0.175       0.690621
0.185        0.70038
0.195       0.709967
0.205       0.719376
0.215       0.728601
0.225        0.73764
0.235       0.746487
0.245       0.755141
0.255       0.763597
0.265       0.771854
0.275        0.77991
0.285       0.787764
0.295       0.795415
0.305       0.802862
0.315       0.810107
0.325       0.817149
0.335       0.823989
0.345       0.830628
0.355       0.837069
0.365       0.843313
0.375       0.849363
0.385       0.855221
0.395        0.86089
0.405       0.866373
0.415       0.871674
0.425       0.876795
0.435       0.881741
0.445       0.886516
0.455       0.891124
0.465       0.895568
0.475       0.899853
0.485       0.903984
0.495       0.907964
0.505       0.911798
0.515        0.91549
0.525       0.919046
0.535       0.922468
0.545       0.925763
0.555       0.928933
0.565       0.931985
0.575       0.934921
0.585       0.937746
0.595       0.940464
0.605       0.943081
0.615       0.945598
0.625       0.948021
0.635       0.950354
0.645         0.9526
0.655       0.954763
0.665       0.956846
0.675       0.958854
0.685       0.960789
0.695       0.962655
0.705       0.964455
0.715       0.966193
0.725       0.967871
0.735       0.969492
0.745       0.971059
0.755       0.972575
0.765       0.974043
0.775       0.975465
0.785       0.976844
0.795       0.978181
0.805        0.97948
0.815       0.980743
0.825       0.981972
0.835       0.983169
0.845       0.984335
0.855       0.985475
0.865       0.986588
0.875       0.987677
0.885       0.988744
0.895       0.989791
0.905       0.990819
0.915       0.991831
0.925       0.992827
0.935       0.993811
0.945       0.994782
0.955       0.995745
0.965       0.996699
0.975       0.997647
0.985        0.99859
0.995        0.99953
