3.300001,1.420149
3.306007,1.504121
3.312013,1.587304
3.318019,1.669422
3.324025,1.750201
3.330031,1.829377
3.336037,1.906692
3.342043,1.981899
3.348049,2.054761
3.354055,2.125054
3.360061,2.192566
3.366067,2.257101
3.372073,2.318478
3.378079,2.376531
3.384085,2.431113
3.390091,2.482093
3.396097,2.529359
3.402103,2.572817
3.408109,2.612393
3.414115,2.648032
3.420121,2.679697
3.426127,2.707372
3.432133,2.731058
3.438139,2.750778
3.444145,2.766570
3.450151,2.778491
3.456157,2.786617
3.462163,2.791040
3.468169,2.791865
3.474175,2.789215
3.480181,2.783228
3.486187,2.774051
3.492193,2.761847
3.498199,2.746787
3.504205,2.729053
3.510211,2.708834
3.516217,2.686327
3.522223,2.661735
3.528229,2.635265
3.534235,2.607126
3.540241,2.577531
3.546247,2.546691
3.552253,2.514817
3.558259,2.482119
3.564265,2.448803
3.570271,2.415068
3.576277,2.381112
3.582283,2.347123
3.588289,2.313281
3.594295,2.279759
3.600301,2.246720
3.606307,2.214316
3.612313,2.182689
3.618319,2.151968
3.624325,2.122271
3.630331,2.093704
3.636337,2.066359
3.642343,2.040314
3.648349,2.015636
3.654355,1.992378
3.660361,1.970579
3.666367,1.950266
3.672373,1.931452
3.678379,1.914139
3.684385,1.898316
3.690391,1.883960
3.696397,1.871037
3.702403,1.859505
3.708409,1.849308
3.714415,1.840385
3.720421,1.832663
3.726427,1.826066
3.732433,1.820507
3.738439,1.815896
3.744445,1.812137
3.750451,1.809132
3.756457,1.806777
3.762463,1.804969
3.768469,1.803601
3.774475,1.802570
3.780481,1.801769
3.786487,1.801095
3.792493,1.800447
3.798499,1.799728
3.804505,1.798843
3.810511,1.797703
3.816517,1.796224
3.822523,1.794327
3.828529,1.791940
3.834535,1.788997
3.840541,1.785441
3.846547,1.781220
3.852553,1.776291
3.858559,1.770619
3.864565,1.764177
3.870571,1.756945
3.876577,1.748911
3.882583,1.740074
3.888589,1.730437
3.894595,1.720012
3.900602,1.708818
3.906608,1.696882
3.912614,1.684237
3.918620,1.670921
3.924626,1.656978
3.930632,1.642460
3.936638,1.627420
3.942644,1.611917
3.948650,1.596013
3.954656,1.579772
3.960662,1.563263
3.966668,1.546552
3.972674,1.529711
3.978680,1.512809
3.984686,1.495916
3.990692,1.479100
3.996698,1.462430
4.002704,1.445971
4.008710,1.429786
4.014716,1.413934
4.020722,1.398473
4.026728,1.383454
4.032734,1.368925
4.038740,1.354931
4.044746,1.341509
4.050752,1.328694
4.056758,1.316512
4.062764,1.304986
4.068770,1.294134
4.074776,1.283966
4.080782,1.274487
4.086788,1.265697
4.092794,1.257591
4.098800,1.250157
4.104806,1.243378
4.110812,1.237234
4.116818,1.231698
4.122824,1.226739
4.128830,1.222324
4.134836,1.218414
4.140842,1.214967
4.146848,1.211939
4.152854,1.209284
4.158860,1.206953
4.164866,1.204894
4.170872,1.203058
4.176878,1.201392
4.182884,1.199844
4.188890,1.198363
4.194896,1.196897
4.200902,1.195398
4.206908,1.193816
4.212914,1.192107
4.218920,1.190226
4.224926,1.188133
4.230932,1.185791
4.236938,1.183165
4.242944,1.180224
4.248950,1.176941
4.254956,1.173295
4.260962,1.169266
4.266968,1.164840
4.272974,1.160007
4.278980,1.154761
4.284986,1.149101
4.290992,1.143030
4.296998,1.136555
4.303004,1.129687
4.309010,1.122442
4.315016,1.114838
4.321022,1.106898
4.327028,1.098647
4.333034,1.090114
4.339040,1.081330
4.345046,1.072329
4.351052,1.063147
4.357058,1.053820
4.363064,1.044387
4.369070,1.034888
4.375076,1.025364
4.381082,1.015854
4.387088,1.006399
4.393094,0.997038
4.399100,0.987811
4.405106,0.978755
4.411112,0.969906
4.417118,0.961299
4.423124,0.952966
4.429130,0.944936
4.435136,0.937238
4.441142,0.929895
4.447148,0.922929
4.453154,0.916358
4.459160,0.910197
4.465166,0.904458
4.471172,0.899149
4.477178,0.894275
4.483184,0.889836
4.489190,0.885830
4.495196,0.882253
4.501202,0.879094
4.507208,0.876342
4.513214,0.873981
4.519220,0.871993
4.525226,0.870358
4.531232,0.869053
