2.850001,1.404077
2.856007,1.482077
2.862013,1.559052
2.868019,1.634752
2.874025,1.708931
2.880031,1.781352
2.886037,1.851789
2.892043,1.920026
2.898049,1.985858
2.904055,2.049092
2.910061,2.109552
2.916067,2.167073
2.922073,2.221508
2.928079,2.272724
2.934085,2.320606
2.940091,2.365056
2.946097,2.405993
2.952103,2.443353
2.958109,2.477091
2.964115,2.507178
2.970121,2.533604
2.976127,2.556376
2.982133,2.575519
2.988139,2.591074
2.994145,2.603096
3.000151,2.611660
3.006157,2.616852
3.012163,2.618774
3.018169,2.617541
3.024175,2.613280
3.030181,2.606131
3.036187,2.596241
3.042193,2.583769
3.048199,2.568882
3.054205,2.551752
3.060211,2.532559
3.066217,2.511486
3.072223,2.488720
3.078229,2.464451
3.084235,2.438868
3.090241,2.412163
3.096247,2.384522
3.102253,2.356134
3.108259,2.327180
3.114265,2.297839
3.120271,2.268283
3.126277,2.238679
3.132283,2.209186
3.138289,2.179954
3.144295,2.151127
3.150301,2.122835
3.156307,2.095203
3.162313,2.068343
3.168319,2.042355
3.174325,2.017330
3.180331,1.993346
3.186337,1.970472
3.192343,1.948762
3.198349,1.928260
3.204355,1.909000
3.210361,1.891002
3.216367,1.874276
3.222373,1.858823
3.228379,1.844630
3.234385,1.831679
3.240391,1.819937
3.246397,1.809368
3.252403,1.799924
3.258409,1.791550
3.264415,1.784185
3.270421,1.777763
3.276427,1.772211
3.282433,1.767451
3.288439,1.763403
3.294445,1.759984
3.300451,1.757108
3.306457,1.754687
3.312463,1.752633
3.318469,1.750860
3.324475,1.749281
3.330481,1.747810
3.336487,1.746364
3.342493,1.744864
3.348499,1.743234
3.354505,1.741400
3.360511,1.739296
3.366517,1.736858
3.372523,1.734028
3.378529,1.730756
3.384535,1.726995
3.390541,1.722707
3.396547,1.717857
3.402553,1.712419
3.408559,1.706374
3.414565,1.699708
3.420571,1.692413
3.426577,1.684490
3.432583,1.675944
3.438589,1.666786
3.444595,1.657034
3.450602,1.646712
3.456608,1.635846
3.462614,1.624469
3.468620,1.612619
3.474626,1.600337
3.480632,1.587667
3.486638,1.574655
3.492644,1.561353
3.498650,1.547811
3.504656,1.534084
3.510662,1.520225
3.516668,1.506289
3.522674,1.492330
3.528680,1.478403
3.534686,1.464561
3.540692,1.450856
3.546698,1.437337
3.552704,1.424053
3.558710,1.411048
3.564716,1.398363
3.570722,1.386039
3.576728,1.374109
3.582734,1.362606
3.588740,1.351557
3.594746,1.340984
3.600752,1.330907
3.606758,1.321341
3.612764,1.312295
3.618770,1.303775
3.624776,1.295783
3.630782,1.288316
3.636788,1.281366
3.642794,1.274923
