0.010000	-0.005256
0.060404	-0.000243
0.110808	0.000038
0.161212	0.000067
0.211616	0.000030
0.262020	0.000002
0.312424	0.000002
0.362828	0.000016
0.413232	0.000023
0.463636	0.000018
0.514040	0.000012
0.564444	0.000011
0.614848	0.000016
0.665253	0.000018
0.715657	0.000016
0.766061	0.000013
0.816465	0.000013
0.866869	0.000015
0.917273	0.000017
0.967677	0.000016
1.018081	1.299959
1.068485	1.264988
1.118889	1.231939
1.169293	1.200867
1.219697	1.171814
1.270101	1.144814
1.320505	1.119890
1.370909	1.097057
1.421313	1.076321
1.471717	1.057685
1.522121	1.041150
1.572525	1.026714
1.622929	1.014369
1.673333	1.004105
1.723737	0.995912
1.774141	0.989781
1.824545	0.985704
1.874949	0.983668
1.925354	0.983658
1.975758	0.985663
2.026162	0.989317
2.076566	0.992574
2.126970	0.995205
2.177374	0.997279
2.227778	0.998863
2.278182	1.000024
2.328586	1.000827
2.378990	1.001334
2.429394	1.001601
2.479798	1.001679
2.530202	1.001614
2.580606	1.001448
2.631010	1.001219
2.681414	1.000960
2.731818	1.000696
2.782222	1.000448
2.832626	1.000232
2.883030	1.000059
2.933434	0.999933
2.983838	0.999854
3.034242	0.999813
3.084646	0.999802
3.135051	0.999811
3.185455	0.999834
3.235859	0.999865
3.286263	0.999898
3.336667	0.999930
3.387071	0.999959
3.437475	0.999985
3.487879	1.000006
3.538283	1.000021
3.588687	1.000032
3.639091	1.000038
3.689495	1.000041
3.739899	1.000040
3.790303	1.000038
3.840707	1.000034
3.891111	1.000030
3.941515	1.000026
3.991919	1.000022
4.042323	1.000019
4.092727	1.000016
4.143131	1.000014
4.193535	1.000012
4.243939	1.000012
4.294343	1.000011
4.344747	1.000011
4.395152	1.000011
4.445556	1.000012
4.495960	1.000012
4.546364	1.000013
4.596768	1.000013
4.647172	1.000014
4.697576	1.000014
4.747980	1.000014
4.798384	1.000015
4.848788	1.000015
4.899192	1.000015
4.949596	1.000015
5.000000	1.000015
