<Nv> :	7.06945
<dNv2> :	2.09291
1	-11.366322	-10.088924
2	-7.974563	-7.427824
3	-5.429338	-5.244526
4	-3.568314	-3.539032
5	-2.290556	-2.311341
6	-1.542990	-1.561453
7	-1.292592	-1.289369
8	-1.511667	-1.495088
9	-2.189741	-2.178610
10	-3.315077	-3.339935
11	-4.879109	-4.979063
12	-6.879731	-7.095994
13	-9.314532	-9.690729
14	-12.377923	-12.763267
