510 6.701179 -1.091448 -0.900698
520 6.463057 -1.637333 -0.675407
530 6.528637 -1.874951 -0.553907
540 6.932315 -1.914210 -0.505369
550 6.937046 -1.701343 -0.471579
560 7.152656 -1.729363 -0.462973
570 7.092985 -1.851502 -0.380866
580 7.012673 -1.863936 -0.104735
590 7.314425 -1.370199 -0.023014
600 7.780839 -1.582823 0.139137
610 7.696940 -1.591501 0.590146
620 7.691299 -1.411065 0.596745
630 7.637436 -1.053619 0.550339
640 7.544503 -0.776943 1.070738
650 7.514861 -0.611438 1.316373
660 7.451970 -0.956741 1.364329
670 7.859560 -0.693902 0.726832
680 7.563659 -0.997101 0.946296
690 7.256633 -1.163556 1.535459
700 7.325958 -1.221686 1.653055
710 7.001808 -1.556109 1.686268
720 6.937834 -1.567207 1.696247
730 6.552902 -1.818208 1.531811
740 6.464097 -1.913849 1.462062
750 6.118517 -1.584259 1.215233
760 6.221932 -1.480668 1.644524
770 5.910255 -1.809065 1.501137
780 6.408591 -1.838271 1.395338
790 5.895704 -1.598824 1.450545
800 5.683786 -1.799360 1.740686
810 6.078724 -2.123027 1.700584
820 5.702878 -2.160528 1.687420
830 5.857998 -2.160995 1.766262
840 6.150506 -2.094503 2.043261
850 6.181397 -2.013935 2.327103
860 5.845176 -2.049328 2.406512
870 5.695707 -2.251794 2.172582
880 5.717365 -2.531611 2.206652
890 5.606275 -2.380537 2.160761
900 5.864185 -2.295154 2.281716
910 5.668437 -2.105422 2.433955
920 5.757405 -2.027979 2.582850
930 5.463563 -2.241717 2.496411
940 5.879416 -1.761114 2.182395
950 5.879416 -1.761114 2.182395
960 5.163955 -2.397493 2.086153
970 4.985676 -2.462012 1.447416
980 5.038378 -2.380973 1.470884
990 4.951474 -2.248881 1.344986
1000 5.409770 -2.445661 1.087762
1010 5.448015 -2.480030 1.321277
1020 5.605623 -2.470523 1.132265
1030 5.422974 -2.327653 0.921040
1040 5.330341 -2.129579 1.054479
1050 5.330341 -2.129579 1.054479
1060 5.389933 -2.095262 0.926288
1070 5.359391 -1.923305 0.846816
1080 5.583714 -1.777117 1.123099
1090 5.511716 -1.745321 0.971381
1100 5.511716 -1.745321 0.971381
1110 5.874878 -1.697672 1.177922
1120 6.019189 -1.645018 1.047083
1130 6.268173 -0.950184 1.095117
1140 6.656292 -0.959413 1.018747
1150 6.254627 -1.342292 0.438035
1160 6.160426 -1.640369 0.288610
1170 5.894725 -1.150459 -0.057252
1180 5.851648 -1.383395 -0.101325
1190 5.643506 -1.305736 -0.147943
1200 5.673212 -1.247543 -0.065270
1210 6.015008 -1.554437 0.333095
1220 6.320561 -1.490005 0.365105
1230 6.244800 -1.495970 0.355123
1240 6.224523 -1.559007 0.406025
1250 6.101411 -1.809161 0.542865
1260 5.947605 -1.634525 0.896780
1270 6.069180 -1.578680 0.594343
1280 6.192770 -1.897541 1.104296
1290 6.116498 -2.389747 1.014379
1300 6.515175 -2.259512 0.952050
1310 6.739294 -2.105897 0.845248
1320 6.782776 -2.432565 0.735171
1330 6.782776 -2.432565 0.735171
1340 6.978741 -2.573109 0.393571
1350 6.794031 -2.367231 -0.112036
1360 6.883667 -2.393909 0.167442
1370 6.787992 -2.738047 0.294114
1380 6.934114 -2.911367 -0.066579
1390 7.304042 -2.772745 0.075650
1400 7.674146 -2.848349 0.142918
1410 7.461817 -2.703008 0.210089
1420 7.471803 -2.903044 0.048041
1430 7.372979 -2.864171 -0.111981
1440 6.893544 -2.993945 0.336668
1450 7.135805 -2.638499 0.434352
1460 7.405825 -3.028484 0.581693
1470 7.321965 -3.021373 0.152635
1480 7.586889 -2.816838 0.259786
1490 7.602290 -2.891110 0.138813
1500 7.485792 -2.736163 0.168828
1510 7.583297 -2.617108 0.160843
1520 7.737263 -2.390085 0.112044
1530 7.566123 -2.425856 0.184629
1540 7.700905 -2.483120 0.062712
1550 7.461045 -2.231290 0.218371
1560 7.826419 -2.038469 0.385764
1570 8.020182 -2.370753 0.507253
1580 8.510459 -1.798657 0.334710
1590 8.298621 -1.719219 0.537423
1600 8.436258 -1.385664 0.607186
1610 8.554380 -1.732984 0.866177
1620 8.967079 -2.051535 0.433186
1630 8.871603 -1.941167 0.499185
1640 9.156754 -2.139948 0.496336
1650 9.213300 -2.144558 0.343928
1660 8.991991 -2.521119 0.657335
1670 8.881556 -2.405268 0.898911
1680 9.032984 -2.340293 0.855326
1690 8.957472 -2.487101 0.676434
1700 8.904854 -2.458828 0.905174
1710 8.423541 -2.545066 0.770434
1720 8.640196 -2.588716 1.060672
1730 8.852231 -2.152286 0.548492
1740 9.274318 -2.421658 0.437899
1750 9.445825 -2.351269 -0.053985
1760 9.379704 -2.089171 -0.182854
1770 9.538055 -1.853850 0.374491
1780 9.685239 -1.823863 0.360157
1790 9.754677 -1.844958 0.369448
1800 9.629980 -1.898903 0.128208
1810 9.591971 -2.041906 0.448264
1820 9.845301 -1.973795 0.568390
1830 9.504607 -1.984750 0.177963
1840 9.654912 -2.191492 0.221816
1850 10.135586 -2.147605 0.370488
1860 10.212103 -2.284268 0.635296
1870 10.336746 -2.082633 0.421877
1880 10.507875 -2.446399 0.065921
1890 10.720145 -2.299986 0.014612
1900 10.431472 -2.262926 0.018565
1910 10.447533 -2.492308 -0.197254
1920 10.409572 -2.229370 0.196868
1930 10.400058 -2.190268 0.360271
1940 10.440156 -2.279798 0.339384
1950 10.450641 -2.607631 0.132083
1960 10.454348 -2.150350 0.229519
1970 10.390913 -2.200055 -0.040817
1980 10.111106 -2.187309 -0.386412
1990 9.957654 -2.148623 -0.902332
2000 10.505194 -2.113803 -1.240233
2010 10.538062 -2.254034 -0.869693
2020 10.346962 -2.214025 -1.277953
2030 10.551338 -2.043282 -1.375455
2040 10.580091 -2.067017 -1.509392
2050 10.647236 -1.797871 -1.620183
2060 10.181329 -1.775941 -1.495335
2070 10.537533 -1.807686 -1.243215
2080 10.585231 -1.788541 -1.220398
2090 10.660656 -1.672846 -0.647629
2100 10.660656 -1.672846 -0.647629
2110 10.877052 -1.940647 -0.652850
2120 10.195637 -1.281146 -1.186189
2130 10.500362 -1.342023 -1.196094
2140 10.354677 -1.226343 -1.148979
2150 10.272599 -1.111903 -1.217618
2160 10.249900 -0.971306 -1.121461
2170 10.153536 -0.758045 -1.179651
2180 10.213567 -0.753421 -1.239033
2190 10.248457 -0.758523 -1.262450
2200 10.264305 -0.878774 -1.478694
2210 10.637202 -1.171671 -1.661308
2220 10.058516 -1.316032 -1.498213
2230 9.989964 -1.445438 -1.585051
2240 9.989964 -1.445438 -1.585051
2250 9.723373 -1.393194 -1.438717
2260 9.831986 -1.551598 -1.414121
2270 9.855431 -1.383474 -1.249087
2280 9.535107 -1.252308 -0.871026
2290 9.613600 -1.302980 -0.959278
2300 10.296391 -1.368319 -1.110038
2310 10.307718 -0.935041 -1.184536
2320 10.480601 -0.973333 -0.949741
2330 10.468396 -1.152155 -0.937016
2340 10.239310 -1.701741 -0.926656
2350 10.316819 -1.730020 -0.812207
2360 10.343409 -1.337729 -1.051601
2370 9.899032 -1.488734 -0.326161
2380 9.548325 -1.460719 -0.742632
2390 10.366337 -1.370665 -0.753815
2400 10.476471 -1.629916 -0.394699
2410 10.287539 -1.591230 -0.344431
2420 10.421392 -1.386861 -0.084292
2430 10.636535 -1.581810 0.491360
2440 10.501705 -1.883644 0.515485
2450 10.757519 -1.671007 0.463046
2460 10.572471 -1.815875 0.459315
2470 10.739319 -1.464197 0.635738
2480 10.803604 -1.772492 0.387340
2490 10.911861 -1.601442 0.602337
2500 10.671304 -1.573040 0.501425
2510 10.462897 -1.650328 0.751218
2520 10.857508 -1.202688 0.627731
2530 10.183802 -1.206513 0.588905
2540 10.379012 -1.303672 0.719493
2550 10.564000 -1.609067 0.815574
2560 10.762657 -1.411488 0.854599
2570 10.872592 -1.258841 0.903756
2580 10.807465 -1.094585 0.476500
2590 10.451793 -0.886972 0.604431
2600 10.606129 -1.175004 0.202408
2610 10.372148 -1.275887 0.340970
2620 10.387792 -0.859225 0.094805
2630 10.584474 -0.677016 0.718215
2640 10.393438 -0.436411 0.407428
2650 9.742883 -0.043924 -0.362769
2660 9.788275 -0.004764 -0.422741
2670 10.240450 0.513942 -0.289473
2680 10.279459 0.554699 -0.434164
2690 10.029124 0.449741 -0.118445
2700 10.328210 0.639020 -0.703441
2710 10.098931 0.656542 -0.492323
2720 10.261190 0.705693 -0.425450
2730 10.340736 0.395633 -0.472965
2740 10.185497 0.276561 -0.463208
2750 9.975398 0.618260 -0.613656
2760 9.573976 0.611855 -0.351038
2770 9.154093 0.468203 -0.211300
2780 9.336611 0.667465 -0.518876
2790 9.230086 0.562261 -0.255782
2800 9.224044 0.471343 0.040476
2810 9.075228 0.379922 0.406519
2820 9.197885 0.424470 0.855688
2830 8.796245 0.263258 0.936258
2840 9.372165 0.219615 1.208062
2850 9.272224 0.225242 1.352566
2860 9.372551 0.004880 1.250786
2870 9.379333 0.047599 1.436029
2880 9.247087 0.196519 1.121138
2890 9.257845 -0.172514 1.190219
2900 9.373735 -0.254164 1.794003
2910 9.203456 -0.044918 1.827478
2920 8.961368 -0.230491 1.544051
2930 9.061496 -0.229424 1.302732
2940 9.321618 -0.558330 1.051540
2950 9.453807 -0.737423 1.177780
2960 9.752641 -0.377509 0.796396
2970 9.949636 -0.281698 0.693250
2980 10.014167 0.220621 0.814994
2990 9.967691 0.421761 0.692036
3000 9.927030 0.364995 0.690861
3010 9.897069 -0.014942 0.799134
3020 9.672523 -0.134271 0.725323
3030 9.743067 -0.300642 0.927590
3040 9.696477 0.294110 1.093563
3050 9.712204 0.103351 0.856059
3060 10.045831 0.057303 0.914129
3070 9.958321 0.091160 1.047895
3080 9.377098 -0.070914 1.310271
3090 9.488660 -0.531264 1.197491
3100 9.269982 -0.152102 1.273304
3110 9.228366 -0.427837 1.215328
3120 9.589189 -0.237179 1.581848
3130 9.395297 -0.137885 1.312834
3140 9.294108 -0.183012 1.039164
3150 9.274744 -0.409984 0.875421
3160 9.221305 -0.177171 0.814682
3170 9.141886 -0.188486 1.301960
3180 9.549254 0.056817 1.562291
3190 9.256725 -0.318767 1.301267
3200 9.125009 -0.440605 1.504067
3210 9.130637 -0.302132 1.471770
3220 9.491444 -0.295950 1.445075
3230 9.835554 0.119665 1.385709
3240 9.971211 0.245596 1.822329
3250 9.970677 0.562026 1.622271
3260 9.673480 0.684211 1.438562
3270 9.830525 0.843011 1.396890
3280 10.021546 0.551908 1.412862
3290 9.957357 0.456400 1.632831
3300 10.067799 0.692926 1.489192
3310 9.998329 0.879473 1.492892
3320 9.646869 1.158489 1.485482
3330 9.613716 1.007228 1.242440
3340 9.528032 1.041542 1.248924
3350 9.873467 1.392801 1.391919
3360 10.038761 1.316625 1.353200
3370 9.914064 1.330018 1.201651
3380 10.039361 1.266439 1.024088
3390 10.035638 1.496971 1.532716
3400 9.940837 1.492704 1.633688
3410 9.672026 1.347959 1.612254
3420 9.490518 1.671114 1.353138
3430 9.340931 1.908371 1.393071
3440 9.221219 1.705070 1.371523
3450 9.277656 1.651539 1.315735
3460 9.170658 1.660139 1.337157
3470 9.121061 1.838100 1.265911
3480 9.128396 1.998092 1.279825
3490 9.128396 1.998092 1.279825
3500 9.045593 1.989580 0.943713
3510 9.319870 1.677509 1.430198
3520 9.223311 1.606180 1.853102
3530 9.411981 1.915709 1.357456
